ID,CompanyFK,Score,Explanation,RecordedOn,RuleVersion
4666,9183,51.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4667,9229,48.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4668,9360,42,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4669,9373,41,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4670,9392,54.75,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4671,9474,80.5,"Add more additional links; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4672,9538,79,"Upload more product catalogues; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4673,9563,59.75,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4674,9655,60.5,"Upload an overview image; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4675,9664,66,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4676,9674,52,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4677,9684,71,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4678,9776,65.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4679,9842,49.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4680,10065,44.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4681,10067,56,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4682,10171,71.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4683,10176,48.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4684,10189,49,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4685,10257,53,"Upload an overview image; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4686,10317,72,"Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4687,10322,50.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4688,10365,61.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4689,10988,72,"Upload more product catalogues; Add more gallery images; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4690,11008,74.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4691,11275,58,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4692,11304,55,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4693,11312,74.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4694,11338,69.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4695,11378,98,"Add more additional links; ",2017-12-15 23:00:02.303,1
4696,11397,78,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4697,11509,63.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4698,11539,62.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4699,11551,70.25,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4700,11644,37.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4701,11732,60.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4702,11753,39.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4703,11757,88,"Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4704,11758,77,"Add more case studies; ",2017-12-15 23:00:02.303,1
4705,11860,78.75,"Upload more product catalogues; Add more additional links; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4706,11866,45.75,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4707,11904,72.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4708,11924,81.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4709,11926,65.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4710,11952,63.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4711,11954,31,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4712,11960,75.75,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4713,12012,76.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4714,12135,65,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4715,12140,61.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4716,12234,56.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4717,12256,46,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-12-15 23:00:02.303,1
4718,12265,55.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4719,12287,53,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4720,12339,64.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4721,12400,49,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4722,12402,66,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-15 23:00:02.303,1
4723,12422,41,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4724,12436,56.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4725,12453,48.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4726,12481,39.75,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4727,12565,78.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4728,12618,59.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4729,12624,76.75,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-15 23:00:02.303,1
4730,12647,68,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4731,12661,16,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4732,12682,77,"Upload more product catalogues; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4733,12711,73,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4734,12788,72.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4735,12799,75,"Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4736,12801,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4737,12854,50,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4738,12882,81,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4739,12898,42.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4740,12915,68.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4741,12946,78.5,"Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4742,13016,60.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4743,13129,50.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4744,13155,65,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4745,13208,46,"Upload an overview image; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4746,13217,66.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4747,13236,87,"Upload more product catalogues; Add more case studies; ",2017-12-15 23:00:02.303,1
4748,13594,70.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4749,13617,65.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4750,13647,49.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4751,13723,58.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4752,13754,87.75,"Upload more product catalogues; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4753,13810,66.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4754,13825,83,"Add a tagline; ",2017-12-15 23:00:02.303,1
4755,13985,62.25,"Upload an overview image; Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4756,14008,80.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4757,14013,60.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4758,14459,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4759,14467,23.5,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4760,14480,34,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4761,14488,65.5,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4762,14995,66.75,"Upload more product catalogues; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4763,15015,62,"Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4764,15020,53.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4765,15099,83.75,"Upload more product catalogues; Add more gallery images; ",2017-12-15 23:00:02.303,1
4766,15112,54.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4767,15235,60.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4768,15271,78.25,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4769,15284,75.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4770,15308,83,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-15 23:00:02.303,1
4771,15365,63.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4772,15368,70.5,"Add more gallery images; Add more additional links; Add more case studies; ",2017-12-15 23:00:02.303,1
4773,15389,39.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4774,15428,61,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4775,15460,51,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4776,15547,66.75,"Upload more product catalogues; Add more case studies; ",2017-12-15 23:00:02.303,1
4777,15667,80.75,"Upload more product catalogues; Add more case studies; ",2017-12-15 23:00:02.303,1
4778,15689,49.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4779,15763,45.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4780,16003,33,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4781,16082,85,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4782,16086,79.5,"Upload more product catalogues; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4783,16109,53.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4784,16186,57.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4785,16353,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4786,16369,55.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4787,16372,51.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4788,16391,83.25,"Upload more product catalogues; ",2017-12-15 23:00:02.303,1
4789,16452,53,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4790,16545,45,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4791,16567,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4792,16645,62,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4793,16670,52,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4794,16708,50,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4795,16782,44.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4796,16788,48.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4797,16867,84.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4798,16897,36,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4799,17124,83.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4800,17203,59,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4801,17250,41.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4802,17267,72.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4803,17276,65.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4804,17388,78,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4805,17394,52.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4806,17401,64.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4807,17405,61.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4808,17407,55.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4809,17439,74,"Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4810,17493,54.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4811,17528,85.5,"Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4812,17536,62.25,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4813,17557,75.5,"Upload more product catalogues; Add a tagline; ",2017-12-15 23:00:02.303,1
4814,17584,62.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4815,17592,53.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4816,17598,72,"Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4817,17666,95,"Add more additional links; Add more case studies; ",2017-12-15 23:00:02.303,1
4818,17706,49.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4819,17804,47.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4820,17848,67.5,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4821,17933,53.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4822,18057,45,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4823,18064,56.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4824,18273,68.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4825,18284,61.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4826,18353,38,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4827,18360,60,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4828,18416,59,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4829,18420,48,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4830,18437,55.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4831,18451,59.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4832,18510,61.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4833,18519,75,"Upload more product catalogues; Add more case studies; ",2017-12-15 23:00:02.303,1
4834,18554,53.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4835,18581,49.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4836,18722,59.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4837,18758,52.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4838,18770,60,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4839,18880,70.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4840,18913,26,"Enter a description; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4841,18935,61,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4842,19044,70.5,"Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4843,19072,76.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4844,19186,73.75,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-12-15 23:00:02.303,1
4845,19229,56.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4846,19236,58.5,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4847,19298,63,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4848,19341,73.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-12-15 23:00:02.303,1
4849,19347,52,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-12-15 23:00:02.303,1
4850,19356,35.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4851,19424,53,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4852,19448,80,"Add more additional links; Add a tagline; ",2017-12-15 23:00:02.303,1
4853,19458,59,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4854,19469,61.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4855,19492,72.75,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-12-15 23:00:02.303,1
4856,19640,68.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-12-15 23:00:02.303,1
4857,19663,44.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4858,19703,52.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
4859,19711,46,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-12-15 23:00:02.303,1
